,CO2,Persons,Hour,Light,CO2_Diff
2189,355.0,0,6,0,-5.0
2190,355.0,0,6,0,-5.0
2191,355.0,0,6,0,-5.0
2192,355.0,0,6,0,-5.0
2193,355.0,0,6,0,0.0
2194,355.0,0,6,0,0.0
2195,355.0,0,6,0,0.0
2196,355.0,0,6,0,0.0
2197,355.0,0,6,0,-5.0
2198,355.0,0,6,0,0.0
2199,355.0,0,6,0,0.0
2200,355.0,0,6,0,0.0
2201,355.0,0,6,0,0.0
2202,355.0,0,6,0,0.0
2203,355.0,0,6,0,0.0
2204,360.0,0,6,0,5.0
2205,355.0,0,6,0,0.0
2206,355.0,0,6,0,0.0
2207,355.0,0,6,0,0.0
2208,355.0,0,6,0,0.0
2209,355.0,0,6,0,0.0
2210,355.0,0,6,0,0.0
2211,355.0,0,6,0,0.0
2212,355.0,0,6,0,0.0
2213,355.0,0,6,0,0.0
2214,355.0,0,6,0,-5.0
2215,355.0,0,6,0,0.0
2216,355.0,0,6,0,0.0
2217,355.0,0,6,0,0.0
2218,355.0,0,6,0,0.0
2219,355.0,0,6,0,0.0
2220,355.0,0,6,0,0.0
2221,355.0,0,6,0,0.0
2222,355.0,0,6,0,0.0
2223,355.0,0,6,0,0.0
2224,355.0,0,6,0,0.0
2225,355.0,0,6,0,0.0
2226,355.0,0,6,0,0.0
2227,355.0,0,6,0,0.0
2228,355.0,0,6,0,0.0
2229,355.0,0,6,0,0.0
2230,355.0,0,6,0,0.0
2231,355.0,0,6,0,0.0
2232,355.0,0,6,0,0.0
2233,355.0,0,6,0,0.0
2234,355.0,0,6,0,0.0
2235,355.0,0,6,0,0.0
2236,355.0,0,6,0,0.0
2237,355.0,0,6,0,0.0
2238,355.0,0,6,0,0.0
2239,355.0,0,6,0,0.0
2240,355.0,0,6,0,0.0
2241,355.0,0,6,0,0.0
2242,355.0,0,6,0,0.0
2243,355.0,0,6,0,0.0
2244,355.0,0,6,0,0.0
2245,355.0,0,6,0,0.0
2246,355.0,0,6,0,0.0
2247,360.0,0,6,2,5.0
2248,355.0,0,6,2,0.0
2249,355.0,0,6,2,0.0
2250,355.0,0,6,2,0.0
2251,355.0,0,6,2,0.0
2252,355.0,0,6,2,0.0
2253,355.0,0,6,2,0.0
2254,355.0,0,6,2,0.0
2255,355.0,0,6,2,0.0
2256,355.0,0,6,2,0.0
2257,355.0,0,6,2,-5.0
2258,355.0,0,6,2,0.0
2259,360.0,0,6,4,5.0
2260,355.0,0,6,4,0.0
2261,355.0,0,6,4,0.0
2262,355.0,0,6,4,0.0
2263,355.0,0,7,4,0.0
2264,355.0,0,7,4,0.0
2265,355.0,0,7,4,0.0
2266,355.0,0,7,4,0.0
2267,355.0,0,7,6,0.0
2268,355.0,0,7,6,0.0
2269,355.0,0,7,6,-5.0
2270,355.0,0,7,6,0.0
2271,355.0,0,7,6,0.0
2272,355.0,0,7,6,0.0
2273,355.0,0,7,6,0.0
2274,355.0,0,7,6,0.0
2275,355.0,0,7,8,0.0
2276,355.0,0,7,8,0.0
2277,355.0,0,7,8,0.0
2278,355.0,0,7,8,0.0
2279,355.0,0,7,8,0.0
2280,355.0,0,7,8,0.0
2281,355.0,0,7,10,0.0
2282,355.0,0,7,10,0.0
2283,355.0,0,7,10,0.0
2284,355.0,0,7,10,0.0
2285,355.0,0,7,10,0.0
2286,355.0,0,7,10,0.0
2287,355.0,0,7,10,0.0
2288,355.0,0,7,10,0.0
2289,355.0,0,7,10,0.0
2290,355.0,0,7,10,0.0
2291,355.0,0,7,10,0.0
2292,355.0,0,7,10,0.0
2293,355.0,0,7,12,0.0
2294,355.0,0,7,12,0.0
2295,355.0,0,7,14,0.0
2296,355.0,0,7,12,0.0
2297,355.0,0,7,14,0.0
2298,355.0,0,7,14,0.0
2299,355.0,0,7,18,0.0
2300,355.0,0,7,18,0.0
2301,355.0,0,7,18,0.0
2302,355.0,0,7,18,0.0
2303,355.0,0,7,18,0.0
2304,355.0,0,7,18,0.0
2305,355.0,0,7,20,0.0
2306,355.0,0,7,20,0.0
2307,355.0,0,7,20,0.0
2308,355.0,0,7,20,0.0
2309,355.0,0,7,20,0.0
2310,355.0,0,7,20,0.0
2311,355.0,0,7,22,0.0
2312,355.0,0,7,22,0.0
2313,355.0,0,7,22,0.0
2314,355.0,0,7,22,0.0
2315,355.0,0,7,24,0.0
2316,355.0,0,7,24,0.0
2317,355.0,0,7,24,0.0
2318,355.0,0,7,24,0.0
2319,355.0,0,7,24,0.0
2320,355.0,0,7,24,0.0
2321,355.0,0,7,24,0.0
2322,360.0,0,7,24,5.0
2323,355.0,0,7,24,0.0
2324,355.0,0,7,24,0.0
2325,355.0,0,7,24,0.0
2326,355.0,0,7,28,0.0
2327,355.0,0,7,30,0.0
2328,355.0,0,7,30,0.0
2329,355.0,0,7,30,0.0
2330,355.0,0,7,30,0.0
2331,355.0,0,7,32,0.0
2332,355.0,0,7,32,-5.0
2333,355.0,0,7,32,0.0
2334,355.0,0,7,32,0.0
2335,355.0,0,7,34,0.0
2336,355.0,0,7,34,0.0
2337,355.0,0,7,34,0.0
2338,355.0,0,7,34,0.0
2339,355.0,0,7,34,0.0
2340,355.0,0,7,36,0.0
2341,355.0,0,7,36,0.0
2342,355.0,0,7,36,0.0
2343,360.0,0,7,36,5.0
2344,360.0,0,7,36,5.0
2345,355.0,0,7,36,0.0
2346,355.0,0,7,36,0.0
2347,355.0,0,7,36,0.0
2348,355.0,0,7,36,0.0
2349,355.0,0,7,40,0.0
2350,355.0,0,7,42,0.0
2351,355.0,0,7,42,0.0
2352,355.0,0,7,42,0.0
2353,355.0,0,7,42,-5.0
2354,355.0,0,7,42,-5.0
2355,355.0,0,7,44,0.0
2356,355.0,0,7,44,0.0
2357,355.0,0,7,44,0.0
2358,360.0,0,7,44,5.0
2359,355.0,0,7,46,0.0
2360,355.0,0,7,46,0.0
2361,360.0,0,7,46,5.0
2362,355.0,0,7,48,0.0
2363,355.0,0,7,48,0.0
2364,355.0,0,7,50,0.0
2365,355.0,0,7,50,0.0
2366,360.0,0,7,52,5.0
2367,355.0,0,7,54,0.0
2368,360.0,0,7,54,0.0
2369,355.0,0,7,56,0.0
2370,355.0,0,7,56,0.0
2371,355.0,0,7,56,-5.0
2372,355.0,0,7,56,0.0
2373,355.0,0,7,56,0.0
2374,360.0,0,7,56,5.0
2375,355.0,0,7,56,0.0
2376,355.0,0,7,58,-5.0
2377,360.0,0,7,58,5.0
2378,360.0,0,8,58,0.0
2379,355.0,0,8,60,0.0
2380,355.0,0,8,60,0.0
2381,355.0,0,8,60,0.0
2382,360.0,0,8,60,5.0
2383,360.0,0,8,64,5.0
2384,355.0,0,8,64,-5.0
2385,355.0,0,8,64,0.0
2386,355.0,0,8,66,0.0
2387,360.0,0,8,66,0.0
2388,360.0,0,8,68,0.0
2389,360.0,0,8,68,5.0
2390,360.0,0,8,68,5.0
2391,360.0,0,8,68,5.0
2392,360.0,0,8,68,0.0
2393,360.0,0,8,68,0.0
2394,360.0,0,8,68,5.0
2395,360.0,0,8,68,5.0
2396,360.0,0,8,68,5.0
2397,360.0,0,8,70,0.0
2398,360.0,0,8,70,0.0
2399,355.0,0,8,70,-5.0
2400,355.0,0,8,72,-5.0
2401,360.0,0,8,72,0.0
2402,360.0,0,8,72,0.0
2403,360.0,0,8,72,0.0
2404,360.0,0,8,72,0.0
2405,360.0,0,8,72,0.0
2406,360.0,0,8,72,0.0
2407,360.0,0,8,74,0.0
2408,360.0,0,8,74,0.0
2409,360.0,0,8,74,5.0
2410,360.0,0,8,74,5.0
2411,360.0,0,8,74,0.0
2412,360.0,0,8,74,0.0
2413,360.0,0,8,74,0.0
2414,360.0,0,8,74,0.0
2415,360.0,0,8,76,0.0
2416,360.0,0,8,76,0.0
2417,360.0,0,8,76,0.0
2418,360.0,0,8,76,0.0
2419,360.0,0,8,76,0.0
2420,360.0,0,8,76,0.0
2421,360.0,0,8,76,0.0
2422,360.0,0,8,76,0.0
2423,360.0,0,8,76,0.0
2424,360.0,0,8,78,0.0
2425,360.0,0,8,78,0.0
2426,360.0,0,8,78,0.0
2427,360.0,0,8,78,0.0
2428,360.0,0,8,78,0.0
2429,360.0,0,8,78,0.0
2430,360.0,0,8,78,0.0
2431,360.0,0,8,78,0.0
2432,360.0,0,8,78,0.0
2433,360.0,0,8,78,0.0
2434,360.0,0,8,78,0.0
2435,360.0,0,8,78,0.0
2436,360.0,0,8,78,0.0
2437,360.0,0,8,80,0.0
2438,360.0,0,8,82,0.0
2439,360.0,0,8,82,0.0
2440,360.0,0,8,82,0.0
2441,360.0,0,8,82,0.0
2442,360.0,0,8,82,0.0
2443,360.0,0,8,84,0.0
2444,360.0,0,8,84,0.0
2445,360.0,0,8,84,0.0
2446,360.0,0,8,84,0.0
2447,360.0,0,8,82,0.0
2448,360.0,0,8,82,0.0
2449,360.0,0,8,84,0.0
2450,360.0,0,8,82,0.0
2451,360.0,0,8,82,0.0
2452,360.0,0,8,84,0.0
2453,360.0,0,8,84,0.0
2454,360.0,0,8,84,0.0
2455,360.0,0,8,84,0.0
2456,360.0,0,8,84,0.0
2457,360.0,0,8,86,0.0
2458,360.0,0,8,86,0.0
2459,360.0,0,8,86,0.0
2460,360.0,0,8,84,0.0
2461,360.0,0,8,86,0.0
2462,360.0,0,8,88,0.0
2463,360.0,0,8,88,0.0
2464,360.0,0,8,86,0.0
2465,360.0,0,8,86,0.0
2466,360.0,0,8,86,0.0
2467,360.0,0,8,86,0.0
2468,360.0,0,8,88,0.0
2469,360.0,0,8,88,0.0
2470,360.0,0,8,90,0.0
2471,360.0,0,8,90,0.0
2472,360.0,0,8,90,0.0
2473,360.0,0,8,88,0.0
2474,360.0,0,8,88,0.0
2475,360.0,0,8,90,0.0
2476,360.0,0,8,90,0.0
2477,360.0,0,8,88,0.0
2478,360.0,0,8,88,0.0
2479,360.0,0,8,88,0.0
2480,360.0,0,8,88,0.0
2481,360.0,0,8,88,0.0
2482,360.0,0,8,88,0.0
2483,360.0,0,8,88,0.0
2484,360.0,0,8,90,0.0
2485,360.0,0,8,88,0.0
2486,360.0,0,8,88,0.0
2487,360.0,0,8,88,0.0
2488,360.0,0,8,88,0.0
2489,360.0,0,8,88,0.0
2490,360.0,0,8,88,0.0
2491,360.0,0,8,88,0.0
2492,360.0,0,8,88,0.0
2493,360.0,0,8,88,0.0
2494,360.0,0,9,86,0.0
2495,360.0,0,9,88,0.0
2496,360.0,0,9,88,0.0
2497,360.0,0,9,88,0.0
2498,360.0,0,9,88,0.0
2499,360.0,0,9,88,0.0
2500,360.0,0,9,88,0.0
2501,360.0,0,9,90,0.0
2502,360.0,0,9,88,0.0
2503,360.0,0,9,88,0.0
2504,360.0,0,9,90,0.0
2505,360.0,0,9,90,0.0
2506,360.0,0,9,90,0.0
2507,360.0,0,9,90,0.0
2508,360.0,0,9,90,0.0
2509,360.0,0,9,90,0.0
2510,360.0,0,9,90,0.0
2511,360.0,0,9,90,0.0
2512,360.0,0,9,90,0.0
2513,360.0,0,9,92,0.0
2514,360.0,0,9,92,0.0
2515,360.0,0,9,92,0.0
2516,360.0,0,9,92,0.0
2517,360.0,0,9,92,0.0
2518,360.0,0,9,90,0.0
2519,360.0,0,9,92,0.0
2520,360.0,0,9,92,0.0
2521,360.0,0,9,94,0.0
2522,360.0,0,9,96,0.0
2523,360.0,0,9,94,0.0
2524,360.0,0,9,92,0.0
2525,360.0,0,9,94,0.0
2526,360.0,0,9,94,0.0
2527,360.0,0,9,92,0.0
2528,360.0,0,9,94,0.0
2529,360.0,0,9,96,0.0
2530,360.0,0,9,96,0.0
2531,360.0,0,9,96,0.0
2532,360.0,0,9,96,0.0
2533,360.0,0,9,96,0.0
2534,355.0,0,9,96,-5.0
2535,360.0,0,9,96,0.0
2536,360.0,0,9,98,0.0
2537,360.0,0,9,98,0.0
2538,360.0,0,9,98,0.0
2539,360.0,0,9,96,0.0
2540,360.0,0,9,96,0.0
2541,360.0,0,9,98,0.0
2542,355.0,0,9,98,-5.0
2543,360.0,0,9,100,0.0
2544,360.0,0,9,100,5.0
2545,360.0,0,9,98,0.0
2546,360.0,0,9,98,0.0
2547,360.0,0,9,96,0.0
2548,360.0,0,9,98,0.0
2549,360.0,0,9,102,0.0
2550,360.0,0,9,102,0.0
2551,360.0,0,9,102,0.0
2552,360.0,0,9,102,5.0
2553,360.0,0,9,102,0.0
2554,360.0,0,9,102,0.0
2555,360.0,0,9,100,0.0
2556,360.0,0,9,100,0.0
2557,360.0,0,9,100,0.0
2558,360.0,0,9,102,0.0
2559,360.0,0,9,102,0.0
2560,360.0,0,9,102,0.0
2561,360.0,0,9,100,0.0
2562,360.0,0,9,102,0.0
2563,360.0,0,9,102,0.0
2564,360.0,0,9,102,0.0
2565,360.0,0,9,102,0.0
2566,360.0,0,9,106,0.0
2567,360.0,0,9,106,0.0
2568,360.0,0,9,106,0.0
2569,360.0,0,9,106,0.0
2570,360.0,0,9,108,0.0
2571,360.0,0,9,108,0.0
2572,360.0,0,9,110,0.0
2573,355.0,0,9,108,-5.0
2574,360.0,0,9,108,0.0
2575,360.0,0,9,110,0.0
2576,360.0,0,9,112,0.0
2577,360.0,0,9,112,0.0
2578,360.0,0,9,112,0.0
2579,360.0,0,9,108,0.0
2580,360.0,0,9,108,0.0
2581,360.0,0,9,108,0.0
2582,360.0,0,9,110,0.0
2583,360.0,0,9,112,5.0
2584,360.0,0,9,112,0.0
2585,360.0,0,9,112,0.0
2586,360.0,0,9,112,0.0
2587,355.0,0,9,112,-5.0
2588,355.0,0,9,112,-5.0
2589,360.0,0,9,112,0.0
2590,360.0,0,9,112,0.0
2591,360.0,0,9,112,0.0
2592,360.0,0,9,112,0.0
2593,360.0,0,9,112,0.0
2594,360.0,0,9,112,0.0
2595,360.0,0,9,114,0.0
2596,360.0,0,9,116,0.0
2597,360.0,0,9,116,5.0
2598,360.0,0,9,116,5.0
2599,360.0,0,9,116,0.0
2600,360.0,0,9,116,0.0
2601,360.0,0,9,116,0.0
2602,355.0,0,9,116,-5.0
2603,360.0,0,9,116,0.0
2604,360.0,0,9,116,0.0
2605,355.0,0,9,116,-5.0
2606,355.0,0,9,118,-5.0
2607,355.0,0,9,120,-5.0
2608,355.0,0,9,120,-5.0
2609,360.0,0,9,124,0.0
2610,360.0,0,10,126,0.0
2611,355.0,0,10,122,-5.0
2612,355.0,0,10,118,0.0
2613,355.0,0,10,118,-5.0
2614,355.0,0,10,120,-5.0
2615,360.0,0,10,122,5.0
2616,360.0,0,10,122,5.0
2617,360.0,0,10,120,5.0
2618,360.0,0,10,122,5.0
2619,360.0,0,10,116,0.0
2620,355.0,0,10,118,-5.0
2621,355.0,0,10,122,0.0
2622,355.0,0,10,126,0.0
2623,355.0,0,10,128,0.0
2624,360.0,0,10,126,5.0
2625,360.0,0,10,126,0.0
2626,360.0,0,10,126,0.0
2627,360.0,0,10,128,0.0
2628,355.0,0,10,128,-5.0
2629,355.0,0,10,128,-5.0
2630,355.0,0,10,128,0.0
2631,355.0,0,10,128,0.0
2632,355.0,0,10,128,0.0
2633,355.0,0,10,128,0.0
2634,355.0,0,10,128,-5.0
2635,355.0,0,10,128,-5.0
2636,360.0,0,10,128,0.0
2637,355.0,0,10,128,-5.0
2638,360.0,0,10,128,5.0
2639,360.0,0,10,128,5.0
2640,355.0,0,10,132,0.0
2641,360.0,0,10,132,5.0
2642,360.0,0,10,132,5.0
2643,355.0,0,10,130,0.0
2644,360.0,0,10,130,5.0
2645,360.0,0,10,130,5.0
2646,360.0,0,10,128,0.0
2647,360.0,0,10,128,5.0
2648,360.0,0,10,128,0.0
2649,360.0,0,10,128,0.0
2650,355.0,0,10,128,0.0
2651,355.0,0,10,132,-5.0
2652,355.0,0,10,132,-5.0
2653,360.0,0,10,134,5.0
2654,355.0,0,10,134,-5.0
2655,355.0,0,10,134,-5.0
2656,355.0,0,10,136,-5.0
2657,355.0,0,10,136,-5.0
2658,355.0,0,10,138,-5.0
2659,355.0,0,10,140,-5.0
2660,355.0,0,10,140,0.0
2661,360.0,0,10,140,5.0
2662,360.0,0,10,138,5.0
2663,355.0,0,10,136,-5.0
2664,355.0,0,10,134,0.0
2665,355.0,0,10,134,0.0
2666,355.0,0,10,136,0.0
2667,355.0,0,10,136,0.0
2668,355.0,0,10,136,0.0
2669,360.0,0,10,136,5.0
2670,360.0,0,10,136,5.0
2671,360.0,0,10,136,0.0
2672,360.0,0,10,136,0.0
2673,360.0,0,10,140,5.0
2674,360.0,0,10,140,5.0
2675,360.0,0,10,140,5.0
2676,355.0,0,10,142,0.0
2677,360.0,0,10,140,5.0
2678,355.0,0,10,140,0.0
2679,355.0,0,10,140,-5.0
2680,360.0,0,10,142,0.0
2681,355.0,0,10,140,-5.0
2682,355.0,0,10,140,-5.0
2683,355.0,0,10,142,-5.0
2684,355.0,0,10,146,-5.0
2685,355.0,0,10,148,-5.0
2686,355.0,0,10,152,0.0
2687,355.0,0,10,152,-5.0
2688,355.0,0,10,152,0.0
2689,360.0,0,10,152,5.0
2690,360.0,0,10,152,0.0
2691,360.0,0,10,152,5.0
2692,360.0,0,10,152,5.0
2693,360.0,0,10,142,5.0
2694,355.0,0,10,142,0.0
2695,360.0,0,10,146,5.0
2696,355.0,0,10,144,0.0
2697,355.0,0,10,140,0.0
2698,360.0,0,10,142,5.0
2699,360.0,0,10,142,0.0
2700,360.0,0,10,142,0.0
2701,360.0,0,10,146,0.0
2702,360.0,0,10,146,0.0
2703,360.0,0,10,146,0.0
2704,360.0,0,10,144,5.0
2705,355.0,0,10,146,-5.0
2706,355.0,0,10,148,0.0
2707,360.0,0,10,146,5.0
2708,360.0,0,10,142,0.0
2709,360.0,0,10,142,0.0
2710,360.0,0,10,140,0.0
2711,360.0,0,10,142,0.0
2712,360.0,0,10,146,0.0
2713,360.0,0,10,146,0.0
2714,360.0,0,10,152,0.0
2715,360.0,0,10,154,5.0
2716,360.0,0,10,152,5.0
2717,360.0,0,10,146,0.0
2718,360.0,0,10,148,0.0
2719,360.0,0,10,152,0.0
2720,360.0,0,10,152,0.0
2721,360.0,0,10,154,0.0
2722,355.0,0,10,152,-5.0
2723,360.0,0,10,150,0.0
2724,360.0,0,10,154,0.0
2725,360.0,0,10,156,0.0
2726,360.0,0,11,156,0.0
2727,360.0,0,11,156,0.0
2728,360.0,0,11,156,0.0
2729,360.0,0,11,168,0.0
2730,360.0,0,11,174,0.0
2731,360.0,0,11,170,0.0
2732,360.0,0,11,166,5.0
2733,360.0,0,11,168,0.0
2734,360.0,0,11,172,0.0
2735,355.0,0,11,166,-5.0
2736,360.0,0,11,158,0.0
2737,360.0,0,11,162,0.0
2738,360.0,0,11,166,0.0
2739,360.0,0,11,168,0.0
2740,360.0,0,11,166,0.0
2741,355.0,0,11,156,-5.0
2742,355.0,0,11,158,-5.0
2743,360.0,0,11,156,0.0
2744,355.0,0,11,156,-5.0
2745,355.0,0,11,154,0.0
2746,360.0,0,11,156,0.0
2747,355.0,0,11,160,-5.0
2748,355.0,0,11,164,-5.0
2749,360.0,0,11,160,0.0
2750,360.0,0,11,162,0.0
2751,360.0,0,11,166,5.0
2752,360.0,0,11,166,5.0
2753,355.0,0,11,176,-5.0
2754,355.0,0,11,178,0.0
2755,360.0,0,11,172,5.0
2756,360.0,0,11,172,0.0
2757,360.0,0,11,172,5.0
2758,355.0,0,11,172,0.0
2759,355.0,0,11,174,-5.0
2760,360.0,0,11,174,0.0
2761,355.0,0,11,172,-5.0
2762,355.0,0,11,172,-5.0
2763,355.0,0,11,170,0.0
2764,355.0,0,11,166,0.0
2765,355.0,0,11,170,-5.0
2766,360.0,0,11,172,0.0
2767,360.0,0,11,172,0.0
2768,360.0,0,11,172,5.0
2769,360.0,0,11,172,5.0
2770,360.0,0,11,172,0.0
2771,360.0,0,11,172,5.0
2772,360.0,0,11,176,5.0
2773,360.0,0,11,180,5.0
2774,355.0,0,11,180,0.0
2775,355.0,0,11,184,0.0
2776,355.0,0,11,188,-5.0
2777,360.0,0,11,188,0.0
2778,360.0,0,11,186,0.0
2779,360.0,0,11,188,0.0
2780,360.0,0,11,188,0.0
2781,360.0,0,11,188,0.0
2782,360.0,0,11,190,0.0
2783,360.0,0,11,190,0.0
2784,360.0,0,11,186,5.0
2785,360.0,0,11,186,5.0
2786,360.0,0,11,186,5.0
2787,360.0,0,11,186,0.0
2788,360.0,0,11,184,0.0
2789,360.0,0,11,184,0.0
2790,360.0,0,11,188,0.0
2791,360.0,0,11,188,0.0
2792,360.0,0,11,190,0.0
2793,360.0,0,11,190,0.0
2794,360.0,0,11,188,0.0
2795,360.0,0,11,190,0.0
2796,355.0,0,11,190,-5.0
2797,360.0,0,11,190,0.0
2798,360.0,0,11,190,0.0
2799,360.0,0,11,190,0.0
2800,355.0,0,11,190,-5.0
2801,360.0,0,11,188,0.0
2802,360.0,0,11,184,0.0
2803,360.0,0,11,182,0.0
2804,360.0,0,11,182,0.0
2805,360.0,0,11,184,0.0
2806,360.0,0,11,182,5.0
2807,360.0,0,11,182,0.0
2808,360.0,0,11,182,0.0
2809,360.0,0,11,186,0.0
2810,360.0,0,11,188,5.0
2811,360.0,0,11,190,0.0
2812,360.0,0,11,190,0.0
2813,355.0,0,11,190,-5.0
2814,360.0,0,11,190,0.0
2815,360.0,0,11,190,0.0
2816,355.0,0,11,190,-5.0
2817,355.0,0,11,190,-5.0
2818,360.0,0,11,190,0.0
2819,360.0,0,11,192,0.0
2820,360.0,0,11,192,0.0
2821,355.0,0,11,192,-5.0
2822,360.0,0,11,188,0.0
2823,360.0,0,11,188,5.0
2824,355.0,0,11,188,-5.0
2825,360.0,0,11,184,0.0
2826,360.0,0,11,182,5.0
2827,360.0,0,11,178,5.0
2828,360.0,0,11,374,0.0
2829,360.0,0,11,412,0.0
2830,360.0,0,11,430,0.0
2831,360.0,0,11,436,5.0
2832,360.0,0,11,442,0.0
2833,360.0,0,11,452,0.0
2834,360.0,0,11,448,5.0
2835,360.0,0,11,456,0.0
2836,360.0,0,11,454,0.0
2837,360.0,0,11,448,0.0
2838,360.0,0,11,442,0.0
2839,360.0,0,11,442,0.0
2840,360.0,0,11,446,0.0
2841,360.0,0,11,444,0.0
2842,360.0,0,12,450,0.0
2843,360.0,0,12,454,0.0
2844,360.0,0,12,456,0.0
2845,360.0,0,12,452,0.0
2846,360.0,0,12,450,0.0
2847,360.0,0,12,448,0.0
2848,360.0,0,12,448,0.0
2849,360.0,0,12,448,0.0
2850,360.0,0,12,446,0.0
2851,360.0,0,12,440,0.0
2852,360.0,0,12,448,0.0
2853,360.0,0,12,442,0.0
2854,360.0,0,12,448,0.0
2855,360.0,0,12,448,0.0
2856,360.0,0,12,454,0.0
2857,365.0,0,12,460,5.0
2858,365.0,0,12,464,5.0
2859,365.0,0,12,466,5.0
2860,365.0,0,12,468,5.0
2861,365.0,0,12,462,5.0
2862,365.0,0,12,462,5.0
2863,365.0,0,12,462,5.0
2864,365.0,0,12,462,5.0
2865,365.0,0,12,464,5.0
2866,365.0,0,12,464,5.0
2867,365.0,0,12,462,0.0
2868,365.0,0,12,464,0.0
2869,365.0,0,12,464,0.0
2870,365.0,0,12,460,0.0
2871,365.0,0,12,460,0.0
2872,365.0,0,12,458,0.0
2873,365.0,0,12,448,0.0
2874,370.0,0,12,452,5.0
2875,370.0,0,12,448,5.0
2876,365.0,0,12,454,0.0
2877,370.0,0,12,456,5.0
2878,370.0,0,12,452,5.0
2879,370.0,0,12,452,5.0
2880,370.0,0,12,450,5.0
2881,370.0,0,12,452,5.0
2882,370.0,0,12,448,5.0
2883,370.0,0,12,446,5.0
2884,370.0,0,12,452,0.0
2885,370.0,0,12,454,0.0
2886,370.0,0,12,456,5.0
2887,370.0,0,12,464,0.0
2888,370.0,0,12,468,0.0
2889,370.0,0,12,466,0.0
2890,370.0,0,12,468,0.0
2891,370.0,0,12,466,0.0
2892,370.0,0,12,466,0.0
2893,370.0,0,12,466,0.0
2894,370.0,0,12,468,0.0
2895,370.0,0,12,468,0.0
2896,370.0,0,12,470,0.0
2897,370.0,0,12,472,0.0
2898,370.0,0,12,470,0.0
2899,370.0,0,12,468,0.0
2900,370.0,0,12,464,0.0
2901,375.0,0,12,458,5.0
2902,375.0,0,12,456,5.0
2903,375.0,0,12,458,5.0
2904,375.0,0,12,458,5.0
2905,375.0,0,12,458,5.0
2906,375.0,0,12,458,5.0
2907,375.0,0,12,458,5.0
2908,375.0,0,12,456,5.0
2909,375.0,0,12,456,5.0
2910,375.0,0,12,454,5.0
2911,375.0,0,12,460,0.0
2912,375.0,0,12,462,0.0
2913,375.0,0,12,456,0.0
2914,375.0,0,12,454,0.0
2915,375.0,0,12,452,0.0
2916,375.0,0,12,458,0.0
2917,375.0,0,12,462,0.0
2918,375.0,0,12,468,0.0
2919,375.0,0,12,476,0.0
2920,380.0,0,12,480,5.0
2921,380.0,0,12,478,5.0
2922,380.0,0,12,482,5.0
2923,380.0,0,12,480,5.0
2924,380.0,0,12,478,5.0
2925,380.0,0,12,474,5.0
2926,380.0,0,12,466,5.0
2927,380.0,0,12,462,5.0
2928,380.0,0,12,462,5.0
2929,380.0,0,12,462,5.0
2930,380.0,0,12,460,0.0
2931,380.0,0,12,464,0.0
2932,380.0,0,12,468,0.0
2933,380.0,0,12,478,0.0
2934,380.0,0,12,472,0.0
2935,380.0,0,12,472,0.0
2936,380.0,0,12,474,0.0
2937,380.0,0,12,476,0.0
2938,380.0,0,12,474,0.0
2939,380.0,0,12,478,0.0
2940,380.0,0,12,478,0.0
2941,380.0,0,12,478,0.0
2942,380.0,0,12,478,0.0
2943,380.0,0,12,454,0.0
2944,380.0,0,12,444,0.0
2945,380.0,0,12,758,0.0
2946,385.0,0,12,886,5.0
2947,385.0,0,12,924,5.0
2948,385.0,0,12,938,5.0
2949,385.0,0,12,944,5.0
2950,385.0,0,12,950,5.0
2951,385.0,0,12,954,5.0
2952,385.0,0,12,956,5.0
2953,385.0,0,12,958,5.0
2954,385.0,0,12,962,5.0
2955,385.0,0,12,960,5.0
2956,390.0,0,12,954,5.0
2957,390.0,0,12,954,5.0
2958,385.0,0,13,954,0.0
2959,385.0,0,13,958,0.0
2960,385.0,0,13,958,0.0
2961,385.0,0,13,964,0.0
2962,390.0,0,13,966,5.0
2963,390.0,0,13,972,5.0
2964,390.0,0,13,984,5.0
2965,390.0,0,13,982,5.0
2966,390.0,0,13,976,0.0
2967,390.0,0,13,978,0.0
2968,390.0,0,13,974,5.0
2969,395.0,0,13,974,10.0
2970,400.0,0,13,974,15.0
2971,400.0,0,13,978,15.0
2972,405.0,0,13,974,15.0
2973,400.0,0,13,966,10.0
2974,405.0,0,13,968,15.0
2975,405.0,0,13,970,15.0
2976,405.0,0,13,970,15.0
2977,400.0,0,13,970,10.0
2978,405.0,0,13,968,15.0
2979,415.0,0,13,960,20.0
2980,415.0,0,13,964,15.0
2981,420.0,0,13,964,20.0
2982,420.0,0,13,968,15.0
2983,420.0,0,13,972,20.0
2984,420.0,0,13,974,15.0
2985,425.0,0,13,978,20.0
2986,435.0,0,13,978,30.0
2987,435.0,0,13,976,35.0
2988,435.0,0,13,966,30.0
2989,445.0,0,13,972,30.0
2990,440.0,0,13,976,25.0
2991,445.0,0,13,978,25.0
2992,445.0,0,13,974,25.0
2993,450.0,0,13,974,30.0
2994,455.0,0,13,976,35.0
2995,465.0,0,13,978,40.0
2996,460.0,0,13,978,25.0
2997,465.0,0,13,966,30.0
2998,460.0,0,13,972,25.0
2999,470.0,0,13,972,25.0
3000,475.0,0,13,972,35.0
3001,475.0,0,13,978,30.0
3002,480.0,0,13,976,35.0
3003,480.0,0,13,962,30.0
3004,490.0,0,13,960,35.0
3005,490.0,0,13,962,25.0
